test_id,gene_id,symbol,locus,sample_1,sample_2,status,value_1,value_2,log2FoldChange,test_stat,pvalue,padj,sig_cufflinks
XLOC_033286,XLOC_033286,HJURP,chr2:234684324-234763212,Control,Dengue,OK,3.13201,2.33231,-0.42533,-0.271249,0.41025,0.999963,no
XLOC_033287,XLOC_033287,"AC005538.3,MSL3P1",chr2:234774082-234777090,Control,Dengue,OK,0.462933,0.387992,-0.254777,-0.165042,0.64075,0.999963,no
XLOC_033289,XLOC_033289,-,chr2:235171103-235202230,Control,Dengue,OK,1.22956,0.773419,-0.668818,-0.641144,0.0951,0.918988,no
XLOC_033290,XLOC_033290,AC097713.4,chr2:235346971-235370771,Control,Dengue,OK,1.26971,1.0016,-0.342191,-0.23106,0.3656,0.999963,no
XLOC_033292,XLOC_033292,ARL4C,chr2:235388534-235405780,Control,Dengue,OK,44.4934,52.1094,0.227952,0.267233,0.43355,0.999963,no
XLOC_033309,XLOC_033309,COL6A3,chr2:238232591-238343558,Control,Dengue,OK,1.32859,0.77717,-0.773592,-0.254772,0.29665,0.999963,no
XLOC_033313,XLOC_033313,ILKAP,chr2:239078395-239112370,Control,Dengue,OK,15.2241,16.1799,0.0878516,0.0950776,0.78795,0.999963,no
XLOC_033315,XLOC_033315,HES6,chr2:239140324-239198743,Control,Dengue,OK,0.95286,1.4197,0.575253,0.144343,0.6087,0.999963,no
XLOC_033316,XLOC_033316,PER2,chr2:239140324-239198743,Control,Dengue,OK,3.13713,5.88862,0.908486,0.840423,0.0273,0.567593,no
XLOC_033318,XLOC_033318,AC016999.2,chr2:239335031-239391040,Control,Dengue,OK,0.471561,1.10918,1.23398,0.17452,0.6304,0.999963,no
XLOC_033324,XLOC_033324,HDAC4,chr2:239969551-240325552,Control,Dengue,OK,15.0597,20.2615,0.428054,0.200277,0.55555,0.999963,no
XLOC_033337,XLOC_033337,MIR2467,chr2:239969551-240325552,Control,Dengue,OK,0.60635,0.501708,-0.273301,-0.0279907,0.92855,0.999963,no
XLOC_033338,XLOC_033338,NDUFA10,chr2:240830555-240964988,Control,Dengue,OK,32.8898,32.1499,-0.0328252,-0.0378458,0.9232,0.999963,no
XLOC_033343,XLOC_033343,MYEOV2,chr2:241065979-241076224,Control,Dengue,OK,31.1779,22.8707,-0.447019,-0.59936,0.19955,0.999963,no
XLOC_033348,XLOC_033348,ANKMY1,chr2:241418409-241521189,Control,Dengue,OK,4.55416,6.28767,0.465338,0.154649,0.6095,0.999963,no
XLOC_033350,XLOC_033350,GPR35,chr2:241521575-241575901,Control,Dengue,OK,0.387107,1.18339,1.61212,0.70585,0.1333,0.999963,no
XLOC_033356,XLOC_033356,AC104809.4,chr2:241845746-241932728,Control,Dengue,OK,0.795363,1.75287,1.14004,0.569574,0.13685,0.999963,no
XLOC_033360,XLOC_033360,MTERF4,chr2:241938254-242043704,Control,Dengue,OK,15.7513,13.5911,-0.212809,-0.148211,0.70875,0.999963,no
XLOC_033361,XLOC_033361,PASK,chr2:242045443-242123067,Control,Dengue,OK,8.97877,6.10538,-0.556436,-0.231398,0.4597,0.999963,no
XLOC_033362,XLOC_033362,HDLBP,chr2:242166619-242293675,Control,Dengue,OK,44.729,46.6563,0.0608606,0.034799,0.92725,0.999963,no
XLOC_033364,XLOC_033364,AC005104.3,chr2:242166619-242293675,Control,Dengue,OK,3.76282,2.8972,-0.377152,-0.0256322,0.8727,0.999963,no
XLOC_033365,XLOC_033365,STK25,chr2:242295657-242449145,Control,Dengue,OK,15.6128,17.3662,0.153554,0.121369,0.76845,0.999963,no
XLOC_033367,XLOC_033367,THAP4,chr2:242522968-242614135,Control,Dengue,OK,6.89686,8.51142,0.30346,0.239936,0.5611,0.999963,no
XLOC_033368,XLOC_033368,DTYMK,chr2:242614783-242670824,Control,Dengue,OK,5.5148,4.71221,-0.226904,-0.143879,0.7106,0.999963,no
XLOC_033374,XLOC_033374,PDCD1,chr2:242784889-242806166,Control,Dengue,OK,2.86001,2.2389,-0.353229,-0.191673,0.56455,0.999963,no
XLOC_033382,XLOC_033382,-,chr2:243168946-243179086,Control,Dengue,OK,0.558855,0.582856,0.0606637,0.0367095,0.93355,0.999963,no
XLOC_033403,XLOC_033403,-,chr2:7268964-7272338,Control,Dengue,OK,0.369226,0.147248,-1.32625,-0.836455,0.0368,0.643837,no
XLOC_033405,XLOC_033405,-,chr2:7282791-7286980,Control,Dengue,OK,0.366223,0.139823,-1.38912,-0.889782,0.02735,0.567593,no
XLOC_033440,XLOC_033440,-,chr2:9939495-9941248,Control,Dengue,OK,0.107068,0.390838,1.86805,0.910904,0.04515,0.693409,no
XLOC_033441,XLOC_033441,-,chr2:10168831-10171433,Control,Dengue,OK,0.244659,0.566559,1.21146,0.870342,0.02955,0.587783,no
XLOC_033496,XLOC_033496,-,chr2:20636886-20639491,Control,Dengue,OK,0.744095,0.307917,-1.27295,-0.921956,0.02315,0.523994,no
XLOC_033504,XLOC_033504,-,chr2:25585097-25585887,Control,Dengue,OK,0.468412,0.961364,1.03731,0.752147,0.1034,0.93533,no
XLOC_033506,XLOC_033506,-,chr2:26225224-26226303,Control,Dengue,OK,0.19851,0.499312,1.33073,0.844562,0.05515,0.749507,no
XLOC_033520,XLOC_033520,-,chr2:37984743-37990525,Control,Dengue,OK,0.365802,0.340815,-0.102074,-0.078143,0.832,0.999963,no
XLOC_033526,XLOC_033526,SLC8A1,chr2:40013592-40838193,Control,Dengue,OK,1.78396,0.887632,-1.00705,-0.0306004,0.4438,0.999963,no
XLOC_033527,XLOC_033527,SLC8A1,chr2:40013592-40838193,Control,Dengue,OK,1.5786,0.766905,-1.04153,-0.0246317,0.2583,0.999963,no
XLOC_033528,XLOC_033528,SLC8A1,chr2:40013592-40838193,Control,Dengue,OK,1.84545,0.894293,-1.04515,-0.0325101,0.4142,0.999963,no
XLOC_033535,XLOC_033535,-,chr2:42358243-42361173,Control,Dengue,OK,0.610915,0.295031,-1.0501,-0.759096,0.05745,0.762116,no
XLOC_033537,XLOC_033537,-,chr2:43034845-43038786,Control,Dengue,OK,0.429086,0.425723,-0.0113509,-0.00900333,0.9807,0.999963,no
XLOC_033542,XLOC_033542,-,chr2:43384832-43386084,Control,Dengue,OK,0.281527,0.457277,0.699795,0.45791,0.2774,0.999963,no
XLOC_033548,XLOC_033548,-,chr2:43823298-43824104,Control,Dengue,OK,0.674023,0.582131,-0.211454,-0.154966,0.7309,0.999963,no
XLOC_033550,XLOC_033550,CAMKMT,chr2:44589069-44999731,Control,Dengue,OK,0.549924,0.298026,-0.883793,-0.291408,0.45995,0.999963,no
XLOC_033563,XLOC_033563,-,chr2:48667181-49003656,Control,Dengue,OK,0.415809,0.214134,-0.957408,-0.167115,0.6894,0.999963,no
XLOC_033567,XLOC_033567,-,chr2:55745788-55746544,Control,Dengue,OK,0.506921,0.565067,0.156662,0.110885,0.8106,0.999963,no
XLOC_033632,XLOC_033632,-,chr2:58030516-58034488,Control,Dengue,OK,0.490619,0.283741,-0.790032,-0.603989,0.1117,0.958602,no
XLOC_033635,XLOC_033635,-,chr2:58121356-58134087,Control,Dengue,OK,0.389779,0.234453,-0.733361,-0.665119,0.07325,0.83711,no
XLOC_033644,XLOC_033644,-,chr2:60780999-60782634,Control,Dengue,OK,0.173502,0.407427,1.23159,0.78849,0.0619,0.787125,no
XLOC_033649,XLOC_033649,-,chr2:61920696-61921861,Control,Dengue,OK,0.366237,0.445333,0.282106,0.194152,0.65225,0.999963,no
XLOC_033650,XLOC_033650,-,chr2:61990068-61992823,Control,Dengue,OK,0.735144,0.513589,-0.517411,-0.421687,0.27415,0.999963,no
XLOC_033657,XLOC_033657,-,chr2:64499089-64504940,Control,Dengue,OK,0.33304,1.47567,2.1476,1.61841,0.0001,0.0236307,yes
XLOC_033658,XLOC_033658,-,chr2:64505174-64506223,Control,Dengue,OK,0.170686,0.43704,1.35642,0.684917,0.1187,0.980667,no
XLOC_033662,XLOC_033662,-,chr2:64517939-64518705,Control,Dengue,OK,0.188383,0.674201,1.83951,1.04413,0.03375,0.619204,no
XLOC_033682,XLOC_033682,-,chr2:70335363-70336134,Control,Dengue,OK,0.504013,0.588589,0.223801,0.150392,0.74155,0.999963,no
XLOC_033683,XLOC_033683,-,chr2:70358146-70361630,Control,Dengue,OK,0.619373,0.574605,-0.108239,-0.0845949,0.8237,0.999963,no
XLOC_033685,XLOC_033685,-,chr2:70366405-70371795,Control,Dengue,OK,2.8422,4.14473,0.544273,0.586375,0.11395,0.963905,no
XLOC_033694,XLOC_033694,-,chr2:73612885-73950651,Control,Dengue,OK,0.0829824,0.41786,2.33214,0.142797,0.54275,0.999963,no
XLOC_033697,XLOC_033697,-,chr2:74353675-74355863,Control,Dengue,OK,0.389459,0.208539,-0.901152,-0.606734,0.128,0.999963,no
XLOC_033728,XLOC_033728,-,chr2:85903517-85904404,Control,Dengue,OK,0.413643,0.423262,0.033163,0.0185788,0.9656,0.999963,no
XLOC_033734,XLOC_033734,-,chr2:87258937-87303810,Control,Dengue,OK,0.644596,0.230471,-1.48381,-0.243641,0.6315,0.999963,no
XLOC_033747,XLOC_033747,EIF2AK3,chr2:88838237-88931436,Control,Dengue,OK,1.56836,1.16136,-0.433443,-0.0450165,0.90245,0.999963,no
XLOC_033759,XLOC_033759,-,chr2:96822598-96826007,Control,Dengue,OK,0.411045,0.457407,0.154182,0.11806,0.75715,0.999963,no
XLOC_033761,XLOC_033761,-,chr2:97149804-97153862,Control,Dengue,OK,0.347666,0.596098,0.777846,0.601701,0.11235,0.960922,no
XLOC_033767,XLOC_033767,CNOT11,chr2:101436613-101925847,Control,Dengue,OK,1.5379,1.4878,-0.0477831,-0.00379686,0.9663,0.999963,no
XLOC_033782,XLOC_033782,-,chr2:105950239-106054970,Control,Dengue,OK,0.394091,0.309009,-0.350877,-0.0681062,0.86665,0.999963,no
XLOC_033795,XLOC_033795,MIR4435-2HG,chr2:111953539-112395544,Control,Dengue,OK,0.49261,0.905599,0.878427,0.0637421,0.71695,0.999963,no
XLOC_033801,XLOC_033801,-,chr2:113448548-113451541,Control,Dengue,OK,0.310355,0.440274,0.504479,0.358283,0.35245,0.999963,no
XLOC_033802,XLOC_033802,-,chr2:113464140-113465920,Control,Dengue,OK,0.519262,0.810043,0.641535,0.457767,0.26305,0.999963,no
XLOC_033806,XLOC_033806,-,chr2:113581789-113584299,Control,Dengue,OK,0.594351,0.45658,-0.380448,-0.219974,0.5726,0.999963,no
XLOC_033812,XLOC_033812,-,chr2:113861374-113863277,Control,Dengue,OK,0.132812,0.413165,1.63733,0.78247,0.06575,0.806201,no
XLOC_033815,XLOC_033815,-,chr2:114134693-114135888,Control,Dengue,OK,0.444305,0.16786,-1.4043,-0.777153,0.0751,0.847279,no
XLOC_033825,XLOC_033825,RALB,chr2:120997639-121052828,Control,Dengue,OK,3.06397,3.71956,0.279731,0.0938239,0.82115,0.999963,no
XLOC_033828,XLOC_033828,-,chr2:121832399-121832950,Control,Dengue,OK,0.540573,0.541078,0.00134714,0.000866765,0.9978,0.999963,no
XLOC_033830,XLOC_033830,-,chr2:128165784-128167037,Control,Dengue,OK,0.338643,0.599066,0.82295,0.533004,0.2088,0.999963,no
XLOC_033838,XLOC_033838,-,chr2:133019032-133019698,Control,Dengue,OK,1.58871,1.69849,0.0964034,0.0868825,0.85745,0.999963,no
XLOC_033841,XLOC_033841,-,chr2:136867766-136869212,Control,Dengue,OK,0.567689,0.276941,-1.03552,-0.638258,0.127,0.999963,no
XLOC_033844,XLOC_033844,-,chr2:136969983-136972001,Control,Dengue,OK,0.522788,0.588715,0.171343,0.120474,0.7642,0.999963,no
XLOC_033845,XLOC_033845,-,chr2:136972069-136973812,Control,Dengue,OK,0.399967,0.420907,0.0736176,0.0461604,0.90925,0.999963,no
XLOC_033846,XLOC_033846,-,chr2:136982737-136985097,Control,Dengue,OK,0.546756,0.228054,-1.26152,-0.890923,0.0285,0.579914,no
XLOC_033847,XLOC_033847,-,chr2:136994603-136998452,Control,Dengue,OK,0.427864,0.330982,-0.370401,-0.268402,0.47865,0.999963,no
XLOC_033856,XLOC_033856,-,chr2:137138896-137142164,Control,Dengue,OK,0.491053,0.258125,-0.927805,-0.6685,0.09075,0.905078,no
XLOC_033882,XLOC_033882,-,chr2:143569787-143585366,Control,Dengue,OK,0.564579,0.218932,-1.36669,-1.12786,0.00255,0.156922,no
XLOC_033890,XLOC_033890,-,chr2:145133955-145337001,Control,Dengue,HIDATA,0.0,0.00563266,0.0,0.0,1.0,1.0,no
XLOC_033893,XLOC_033893,-,chr2:145361137-145367750,Control,Dengue,OK,0.742019,0.262151,-1.50106,-1.17491,0.00175,0.128694,no
XLOC_033903,XLOC_033903,-,chr2:145414930-145424983,Control,Dengue,OK,1.53597,0.641522,-1.25958,-1.24474,0.0008,0.0843952,no
XLOC_033912,XLOC_033912,-,chr2:146506986-146511144,Control,Dengue,OK,0.456679,0.1898,-1.2667,-0.840332,0.0322,0.608401,no
XLOC_033919,XLOC_033919,-,chr2:148147340-148459806,Control,Dengue,OK,1.21463,0.309319,-1.97335,-1.11969,0.01225,0.383581,no
XLOC_033921,XLOC_033921,-,chr2:148147340-148459806,Control,Dengue,OK,0.502375,0.179485,-1.4849,-0.415859,0.36035,0.999963,no
XLOC_033970,XLOC_033970,-,chr2:158009784-158170723,Control,Dengue,OK,0.518524,0.108433,-2.2576,-0.681419,0.16015,0.999963,no
XLOC_033971,XLOC_033971,CYTIP,chr2:158173725-158345473,Control,Dengue,OK,0.597736,0.272374,-0.946877,-0.0521237,0.62025,0.999963,no
XLOC_033976,XLOC_033976,-,chr2:173029904-173030192,Control,Dengue,OK,9.07766,6.85183,-0.405832,-0.62052,0.41855,0.999963,no
XLOC_033977,XLOC_033977,-,chr2:173060718-173061694,Control,Dengue,OK,0.182879,0.535584,1.55023,0.8798,0.05195,0.736133,no
XLOC_034009,XLOC_034009,-,chr2:186895381-187045655,Control,Dengue,OK,0.578541,0.169828,-1.76834,-0.309161,0.52575,0.999963,no
XLOC_034010,XLOC_034010,-,chr2:186895381-187045655,Control,Dengue,OK,0.49626,0.198422,-1.32253,-0.475056,0.2323,0.999963,no
XLOC_034012,XLOC_034012,-,chr2:186895381-187045655,Control,Dengue,OK,0.597654,0.270356,-1.14445,-0.419289,0.28305,0.999963,no
XLOC_034014,XLOC_034014,-,chr2:187056262-187080698,Control,Dengue,OK,0.719581,0.319049,-1.17338,-1.25311,0.0013,0.111844,no
XLOC_034022,XLOC_034022,-,chr2:187195728-187202005,Control,Dengue,OK,0.479871,0.216511,-1.14821,-0.897912,0.0183,0.465993,no
XLOC_034047,XLOC_034047,-,chr2:192487638-192490039,Control,Dengue,OK,0.713644,1.11817,0.647864,0.468137,0.2333,0.999963,no
XLOC_034048,XLOC_034048,-,chr2:192490098-192492035,Control,Dengue,OK,0.568466,1.07656,0.921277,0.610171,0.1297,0.999963,no
XLOC_034050,XLOC_034050,-,chr2:192542760-192585053,Control,Dengue,OK,1.53582,1.60284,0.0616272,0.0134452,0.9732,0.999963,no
XLOC_034051,XLOC_034051,-,chr2:192542760-192585053,Control,Dengue,OK,1.16041,0.957353,-0.277516,-0.0354854,0.93145,0.999963,no
XLOC_034064,XLOC_034064,ANKRD44,chr2:197831740-198175897,Control,Dengue,OK,0.502227,0.183805,-1.45016,-0.0895826,0.73745,0.999963,no
XLOC_034086,XLOC_034086,-,chr2:216765255-216768909,Control,Dengue,OK,0.500477,0.274133,-0.868429,-0.545983,0.15965,0.999963,no
XLOC_034090,XLOC_034090,-,chr2:218654605-218655303,Control,Dengue,OK,0.428292,0.46338,0.1136,0.0787146,0.8696,0.999963,no
XLOC_034095,XLOC_034095,-,chr2:224815582-224832431,Control,Dengue,OK,0.470869,0.476697,0.0177467,0.00349982,0.99515,0.999963,no
XLOC_034106,XLOC_034106,-,chr2:230174617-230180097,Control,Dengue,OK,1.22016,0.344615,-1.82401,-1.48684,0.00015,0.0298702,yes
XLOC_034111,XLOC_034111,-,chr2:231191172-231191795,Control,Dengue,OK,0.574435,0.595523,0.0520121,0.038066,0.9359,0.999963,no
XLOC_034119,XLOC_034119,-,chr2:232467560-232469430,Control,Dengue,OK,0.335864,0.531325,0.661717,0.469899,0.24875,0.999963,no
XLOC_034120,XLOC_034120,-,chr2:232469483-232471151,Control,Dengue,OK,0.604767,0.379928,-0.670654,-0.470227,0.2512,0.999963,no
XLOC_034124,XLOC_034124,GIGYF2,chr2:233562008-233880595,Control,Dengue,OK,2.50197,1.36105,-0.878346,-0.0743107,0.691,0.999963,no
XLOC_034125,XLOC_034125,GIGYF2,chr2:233562008-233880595,Control,Dengue,OK,1.85978,0.986291,-0.915045,-0.173804,0.66865,0.999963,no
XLOC_034128,XLOC_034128,-,chr2:235216317-235219260,Control,Dengue,OK,0.641687,0.206037,-1.63897,-1.17142,0.0038,0.205955,no
XLOC_034131,XLOC_034131,-,chr2:235334033-235336551,Control,Dengue,OK,0.870487,0.725075,-0.263692,-0.221769,0.57145,0.999963,no
XLOC_034137,XLOC_034137,-,chr2:237780336-237782067,Control,Dengue,OK,2.16668,0.485012,-2.15939,-1.51228,0.00085,0.0875846,no
XLOC_034145,XLOC_034145,LRRFIP1,chr2:238536218-238751451,Control,Dengue,OK,0.649297,0.543679,-0.256124,-0.0365771,0.9267,0.999963,no
XLOC_034146,XLOC_034146,HDAC4,chr2:239969551-240325552,Control,Dengue,OK,0.512096,0.375303,-0.448358,-0.09513,0.79375,0.999963,no
XLOC_034147,XLOC_034147,HDAC4,chr2:239969551-240325552,Control,Dengue,OK,0.429833,0.289927,-0.568089,-0.17165,0.6463,0.999963,no
XLOC_034148,XLOC_034148,HDAC4,chr2:239969551-240325552,Control,Dengue,OK,0.657042,0.758803,0.207739,0.126972,0.7322,0.999963,no
XLOC_034149,XLOC_034149,-,chr2:240386123-240388505,Control,Dengue,OK,0.220415,0.613702,1.47731,0.981907,0.01595,0.434227,no
XLOC_034150,XLOC_034150,-,chr2:240421909-240427593,Control,Dengue,OK,0.110053,0.465216,2.07971,1.47329,0.00045,0.0590767,no
XLOC_034163,XLOC_034163,-,chr2:243030783-243102166,Control,Dengue,OK,0.512796,0.326946,-0.649333,-0.192198,0.589,0.999963,no
XLOC_034171,XLOC_034171,ZCCHC3,chr20:277390-281582,Control,Dengue,OK,3.31155,4.63167,0.484024,0.504254,0.13755,0.999963,no
XLOC_034174,XLOC_034174,TRIB3,chr20:343478-378203,Control,Dengue,OK,2.90553,4.66763,0.683888,0.738583,0.07535,0.84843,no
XLOC_034175,XLOC_034175,RBCK1,chr20:388141-413230,Control,Dengue,OK,25.4736,46.6884,0.87406,1.05926,0.00765,0.305362,no
XLOC_034177,XLOC_034177,FAM110A,chr20:814175-838676,Control,Dengue,OK,6.98757,10.484,0.585328,0.617383,0.1085,0.950072,no
XLOC_034178,XLOC_034178,"C20orf202,PSMF1",chr20:1093905-1188918,Control,Dengue,OK,17.2233,27.1461,0.656381,0.706754,0.0826,0.879231,no
XLOC_034179,XLOC_034179,ACTG1P3,chr20:1093905-1188918,Control,Dengue,OK,0.918049,0.954238,0.0557785,0.0109785,0.97915,0.999963,no
XLOC_034180,XLOC_034180,"RAD21L1,SNPH",chr20:1206699-1290166,Control,Dengue,OK,0.755978,1.09203,0.530599,0.515192,0.15065,0.999963,no
XLOC_034181,XLOC_034181,"RP11-314N13.3,RP11-314N13.9,SDCBP2-AS1",chr20:1290552-1373816,Control,Dengue,OK,3.6712,4.51496,0.298464,0.0643434,0.83235,0.999963,no
XLOC_034186,XLOC_034186,SIRPA,chr20:1844439-1988163,Control,Dengue,OK,15.7038,21.0062,0.4197,0.317653,0.4153,0.999963,no
XLOC_034187,XLOC_034187,RP4-684O24.5,chr20:1844439-1988163,Control,Dengue,OK,0.925417,1.55498,0.748719,0.145421,0.7538,0.999963,no
XLOC_034189,XLOC_034189,STK35,chr20:2081856-2157684,Control,Dengue,OK,2.48641,4.21619,0.761876,0.798906,0.0361,0.639161,no
XLOC_034190,XLOC_034190,RP11-128M1.1,chr20:2187862-2193797,Control,Dengue,OK,0.609914,0.551002,-0.146548,-0.0762514,0.82175,0.999963,no
XLOC_034194,XLOC_034194,NOP56,chr20:2632202-2646520,Control,Dengue,OK,107.732,107.989,0.00343039,0.000429863,0.99845,0.999963,no
XLOC_034200,XLOC_034200,"PTPRA,VPS16",chr20:2815873-3020922,Control,Dengue,OK,68.1271,69.2551,0.0236929,0.0249024,0.952,0.999963,no
XLOC_034202,XLOC_034202,MRPS26,chr20:3026590-3028901,Control,Dengue,OK,6.3388,7.44753,0.232552,0.233793,0.52645,0.999963,no
XLOC_034206,XLOC_034206,ITPA,chr20:3189513-3204516,Control,Dengue,OK,10.7748,14.0399,0.381882,0.448322,0.24725,0.999963,no
XLOC_034212,XLOC_034212,ATRN,chr20:3451674-3631771,Control,Dengue,OK,6.12269,3.98442,-0.619796,-0.707408,0.05815,0.763968,no
XLOC_034215,XLOC_034215,"AP5S1,CDC25B",chr20:3767418-3809996,Control,Dengue,OK,13.4037,14.1203,0.0751365,0.083759,0.81305,0.999963,no
XLOC_034216,XLOC_034216,MAVS,chr20:3827445-3866576,Control,Dengue,OK,4.51771,4.4329,-0.0273414,-0.0374281,0.92645,0.999963,no
XLOC_034217,XLOC_034217,PANK2,chr20:3867028-3996230,Control,Dengue,OK,23.228,32.0629,0.465042,0.305952,0.39425,0.999963,no
XLOC_034218,XLOC_034218,FTLP3,chr20:4004363-4005223,Control,Dengue,OK,195.484,427.417,1.12859,1.62239,0.0001,0.0236307,yes
XLOC_034219,XLOC_034219,SMOX,chr20:4101626-4168394,Control,Dengue,OK,12.978,10.6486,-0.285398,-0.331581,0.3889,0.999963,no
XLOC_034222,XLOC_034222,PRNP,chr20:4666881-4682474,Control,Dengue,OK,25.962,30.0306,0.210031,0.272968,0.44065,0.999963,no
XLOC_034228,XLOC_034228,CDS2,chr20:5107431-5210710,Control,Dengue,OK,19.3713,21.0013,0.116554,0.129872,0.74145,0.999963,no
XLOC_034233,XLOC_034233,RP5-1022P6.5,chr20:5514273-5517971,Control,Dengue,OK,0.375324,0.23743,-0.660637,-0.295137,0.25865,0.999963,no
XLOC_034234,XLOC_034234,EIF4EP1,chr20:5519451-5593928,Control,Dengue,OK,8.64922,8.08542,-0.0972472,-0.0108072,0.9775,0.999963,no
XLOC_034235,XLOC_034235,C20orf196,chr20:5731034-5845042,Control,Dengue,OK,3.5184,3.0561,-0.203226,-0.167386,0.67185,0.999963,no
XLOC_034238,XLOC_034238,TRMT6,chr20:5917880-5931204,Control,Dengue,OK,1.13005,0.965339,-0.227285,-0.0768721,0.8156,0.999963,no
XLOC_034239,XLOC_034239,MCM8,chr20:5931293-6020758,Control,Dengue,OK,3.65451,2.92297,-0.322243,-0.220044,0.55975,0.999963,no
XLOC_034242,XLOC_034242,RP5-967N21.11,chr20:5931293-6020758,Control,Dengue,OK,0.245717,0.352603,0.52105,0.0420298,0.8394,0.999963,no
XLOC_034244,XLOC_034244,CRLS1,chr20:5931293-6020758,Control,Dengue,OK,18.7905,14.0663,-0.417761,-0.274338,0.37515,0.999963,no
XLOC_034245,XLOC_034245,RP4-775C13.1,chr20:6194323-6196304,Control,Dengue,OK,3.95125,3.38601,-0.22272,-0.19958,0.55855,0.999963,no
XLOC_034255,XLOC_034255,PLCB1,chr20:8095099-8949007,Control,Dengue,OK,10.8397,6.3816,-0.764336,-0.402365,0.16915,0.999963,no
XLOC_034256,XLOC_034256,PLCB1-IT1,chr20:8095099-8949007,Control,Dengue,OK,1.58121,1.46894,-0.106247,-0.0105755,0.93905,0.999963,no
XLOC_034258,XLOC_034258,RNU105B,chr20:8095099-8949007,Control,Dengue,OK,0.374644,0.302846,-0.306936,-0.00931047,0.49305,0.999963,no
XLOC_034259,XLOC_034259,PLCB4,chr20:9049409-9461889,Control,Dengue,OK,0.749606,0.636095,-0.23689,-0.10843,0.71535,0.999963,no
XLOC_034260,XLOC_034260,LAMP5,chr20:9485826-9511172,Control,Dengue,OK,0.943979,1.11766,0.243659,0.193731,0.6014,0.999963,no
XLOC_034262,XLOC_034262,ANKEF1,chr20:9966735-10349424,Control,Dengue,OK,0.789707,0.845162,0.09791,0.0543073,0.8448,0.999963,no
XLOC_034268,XLOC_034268,SLX4IP,chr20:10381656-10617477,Control,Dengue,OK,4.90233,4.09313,-0.260265,-0.145634,0.686,0.999963,no
XLOC_034275,XLOC_034275,BTBD3,chr20:11871370-11907665,Control,Dengue,OK,2.41152,2.53561,0.0723945,0.0387303,0.88935,0.999963,no
XLOC_034276,XLOC_034276,PA2G4P2,chr20:12360703-12361903,Control,Dengue,OK,1.14718,1.07675,-0.0914023,-0.0735535,0.8542,0.999963,no
XLOC_034281,XLOC_034281,NDUFAF5,chr20:13694968-13802416,Control,Dengue,OK,10.3775,10.3565,-0.00291688,-0.00168556,0.99555,0.999963,no
XLOC_034282,XLOC_034282,MACROD2,chr20:13829892-16033842,Control,Dengue,OK,0.516097,0.470903,-0.132211,-0.0612584,0.7805,0.999963,no
XLOC_034292,XLOC_034292,SNRPB2,chr20:16695488-16723208,Control,Dengue,OK,21.5621,24.7098,0.196588,0.17809,0.56925,0.999963,no
XLOC_034299,XLOC_034299,DSTN,chr20:17550507-17663119,Control,Dengue,OK,22.3924,16.5529,-0.435924,-0.258727,0.40445,0.999963,no
XLOC_034303,XLOC_034303,MGME1,chr20:17920499-18039832,Control,Dengue,OK,6.06504,6.1772,0.0264349,0.00276178,0.98885,0.999963,no
XLOC_034306,XLOC_034306,"CSRP2BP,PET117",chr20:18118398-18169031,Control,Dengue,OK,6.06976,6.7963,0.163108,0.166368,0.6765,0.999963,no
XLOC_034308,XLOC_034308,ZNF133,chr20:18268926-18297640,Control,Dengue,OK,2.69255,2.81239,0.0628243,0.0615204,0.8671,0.999963,no
XLOC_034312,XLOC_034312,POLR3F,chr20:18364010-18478076,Control,Dengue,OK,3.86441,3.99317,0.0472881,0.0218785,0.93565,0.999963,no
XLOC_034314,XLOC_034314,SEC23B,chr20:18487213-18542059,Control,Dengue,OK,19.3104,21.8395,0.177558,0.214183,0.57335,0.999963,no
XLOC_034315,XLOC_034315,"DTD1,LINC00493",chr20:18547990-18744678,Control,Dengue,OK,39.4243,42.1182,0.0953612,0.138898,0.7755,0.999963,no
XLOC_034317,XLOC_034317,RP5-1068E13.7,chr20:18766708-18777880,Control,Dengue,OK,1.45065,0.987933,-0.554215,-0.400868,0.2461,0.999963,no
XLOC_034320,XLOC_034320,SLC24A3,chr20:19193289-19703798,Control,Dengue,OK,5.04574,4.26526,-0.24243,-0.122579,0.7151,0.999963,no
XLOC_034322,XLOC_034322,RIN2,chr20:19737033-19984235,Control,Dengue,OK,23.6504,42.3209,0.839508,0.685132,0.05935,0.772291,no
XLOC_034324,XLOC_034324,NAA20,chr20:19997688-20341346,Control,Dengue,OK,11.3436,10.4136,-0.123408,-0.0539484,0.85725,0.999963,no
XLOC_034328,XLOC_034328,EIF4E2P1,chr20:20370157-20693440,Control,Dengue,OK,1.22472,0.928431,-0.399582,-0.0612934,0.7149,0.999963,no
